Subject;Name of the Institution;Province
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20128;Rocca Roveresca di Senigallia;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20128;Rocca Roveresca di Senigallia;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20129;Rocca demaniale di Gradara;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20193;Museo nazionale del Paleolitico di Isernia;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20193;Museo nazionale del Paleolitico di Isernia;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20202;Ninfeo romano di Cupramarittima;Ascoli Piceno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20297;Museo archeologico statale di Ascoli Piceno;Ascoli Piceno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20298;Museo archeologico statale di Arcevia;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20299;Museo archeologico statale di Cingoli ;Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20301;Museo archeologico statale di Urbisaglia;Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20304;Museo archeologico Santa Maria delle Monache;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20316;Museo archeologico nazionale delle Marche;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20351;Museo archeologico di Venafro;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20367;Museo del Lapidario di Urbino;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20392;Galleria nazionale delle Marche;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20411;Forte di Gavi;Alessandria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20411;Forte di Gavi;Alessandria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20418;Fornace romana di S. Margherita di Staffora;Pavia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20503;Castello di Capua;Campobasso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20505;Complesso monumentale del Castello e parco di Racconigi;Cuneo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20505;Complesso monumentale del Castello e parco di Racconigi;Cuneo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20508;Castello di Serralunga d'Alba;Cuneo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20508;Castello di Serralunga d'Alba;Cuneo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20521;Complesso monumentale del Castello ducale, del giardino e parco di Aglià© ;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20521;Complesso monumentale del Castello ducale, del giardino e parco di Aglià© ;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20522;Castello di Moncalieri;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20522;Castello di Moncalieri;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20522;Castello di Moncalieri;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20522;Castello di Moncalieri;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20576;"Area archeologica di ""Helvia Recina""";Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20578;Area archeologica La Cuma di Monte Rinaldo;Fermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20578;Area archeologica La Cuma di Monte Rinaldo;Fermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20580;Area archeologica città  romana di Suasa;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20583;Area archeologica Palazzo dei Capitani;Ascoli Piceno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20583;Area archeologica Palazzo dei Capitani;Ascoli Piceno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20587;"Area archeologica ""I Pini""";Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20591;Parco archeologico di Forum Sempronii;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20592;Teatro romano di Falerone;Fermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20592;Teatro romano di Falerone;Fermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20597;Area archeologica di Urbs Salvia;Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20600;Area archeologica di Septempeda;Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20623;Area archeologica di Attidium;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20629;Area archeologica di Sepino;Campobasso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20629;Area archeologica di Sepino;Campobasso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20635;Città  romana - Area archeologica di Industria;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20636;Area archeologica di Bene Vagienna;Cuneo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20637;Area archeologica del Teatro romano di Ascoli Piceno;Ascoli Piceno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20646;Area archeologica con costruzioni romane della Via Flaminia;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20654;Area archeologica Montetorto di Osimo;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20655;Santuario italico;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20656;Area archeologica Le Muracce di Ostra Vetere;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20658;Area archeologica di Potentia;Macerata
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20677;Area archeologica di Conelle di Arcevia;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20686;Archivio di Stato di Pesaro. Sezione di Urbino;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20687;Archivio di Stato di Pesaro. Sezione di Fano;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20688;Archivio di Stato di Pesaro-Urbino;Pesaro e Urbino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20694;Archivio di Stato di Isernia;Isernia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20707;Archivio di Stato di Ancona. Sezione di Fabriano;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20708;Archivio di Stato di Ancona. Sede distaccata;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20709;Archivio di Stato di Ancona. Sede distaccata;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20710;Archivio di Stato di Ancona. Sede distaccata;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20711;Archivio di Stato di Ancona;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20713;Antiquarium statale di Numana;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20716;Città  romana di Libarna;Alessandria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20716;Città  romana di Libarna;Alessandria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20726;Anfiteatro romano di Ivrea;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20729;Anfiteatro romano di Larino;Campobasso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20731;Anfiteatro romano di Ancona;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20748;Abbazia di Vezzolano;Asti
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20748;Abbazia di Vezzolano;Asti
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20760;Santuario di S. Giovanni in Galdo;Campobasso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20774;Museo tattile statale Omero;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20774;Museo tattile statale Omero;Ancona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20782;Archivio di Stato di Pavia;Pavia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101159;Biblioteca Museo Luigi Pirandello;Agrigento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101160;Casa di Pirandello;Agrigento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101161;Parco archeologico e paesaggistico della Valle dei templi;Agrigento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101161;Parco archeologico e paesaggistico della Valle dei templi;Agrigento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101168;Museo archeologico regionale di Caltanissetta e zona Gibil Gabib;Caltanissetta
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101170;Museo diocesano d'arte sacra - del seminario vescovile di Caltanissetta;Caltanissetta
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101179;"Museo ""Casa del nespolo""";Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101180;Castello normanno - Museo civico;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101185;Pinacoteca Zelantea;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101185;Pinacoteca Zelantea;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101187;Museo storico - Castello Nelson;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101187;Museo storico - Castello Nelson;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101190;"Museo civico e pinacoteca ""L. Sturzo""";Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101190;"Museo civico e pinacoteca ""L. Sturzo""";Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101193;Museo naturalistico del comprensorio calatino e della riserva naturale orientata Bosco di Santo Pietro;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101196;Casa museo Giovanni Verga;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101197;Dipartimento di botanica e orto botanico di Catania;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101197;Dipartimento di botanica e orto botanico di Catania;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101200;Museo del giocattolo di Catania;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101203;Museo di zoologia e casa delle farfalle;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101204;Museo diocesano di Catania;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101211;Parco archeologico comunale di Occhiolà ;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101214;"Casa museo di arte contemporanea ""Antonio Cannata""";Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101217;Area archeologica di Palike';Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101221;Museo nazionale italiano del te';Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101222;Museo archeologico civico di Ramacca;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101232;Casa della memoria e delle arti;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101232;Casa della memoria e delle arti;Catania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101234;Museo archeologico di Palazzo Varisano;Enna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101240;Museo d'arte sacra di Alcara Li Fusi;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101241;"Museo etno-antropologico ""Nello Cassata""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101242;Parco Museo Jalari;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101242;Parco Museo Jalari;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101243;Museo civico di Castroreale;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101244;Museo parrocchiale di Castroreale;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101246;Museo archeologico di Giardini Naxos;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101247;"Museo archeologico regionale eoliano ""Luigi Bernabà² Brea""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101247;"Museo archeologico regionale eoliano ""Luigi Bernabà² Brea""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101248;Museo eoliano dell'emigrazione;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101249;Pinacoteca e biblioteca comunale;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101250;Acquario di Messina;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101251;Dipartimento scienze botaniche di Messina;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101251;Dipartimento scienze botaniche di Messina;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101253;Museo Annibale Di Francia;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101254;"Museo ""Cultura e musica popolare dei Peloritani""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101254;"Museo ""Cultura e musica popolare dei Peloritani""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101255;Museo della Cattedrale di Messina;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101258;"Museo enologico ""Grasso""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101259;Museo d'arte sacra di Naso (Italia);Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101259;Museo d'arte sacra di Naso (Italia);Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101260;Museo etnoantropologico di Novara di Sicilia;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101261;Antiquarium di Patti;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101262;Area archeologica di Tindari;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101265;Farmacia cinquecentesca;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101266;Museo della cultura e delle arti figurative bizantine e normanne;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101266;Museo della cultura e delle arti figurative bizantine e normanne;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101269;Museo civico delle ceramiche;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101270;Museo comunale città  di Savoca storico-etno-antropologico;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101270;Museo comunale città  di Savoca storico-etno-antropologico;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101273;"Museo storico artistico castello comunale ""Rufo Ruffo""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101273;"Museo storico artistico castello comunale ""Rufo Ruffo""";Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101276;Teatro antico;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101277;Associazione fiumara d'arte, museo di scultura monumentale all'aperto;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101277;Associazione fiumara d'arte, museo di scultura monumentale all'aperto;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101279;Museo degli ex-voto santuario madonna della Milicia;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101279;Museo degli ex-voto santuario madonna della Milicia;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101283;Fondazione culturale museo civico di Bisacquino;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101283;Fondazione culturale museo civico di Bisacquino;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101284;Museo della casa contadina di Bolognetta;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101285;"Casa museo ""Villa Africa""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101286;"Museo naturalistico ""F. Minà  Palumbo""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101289;Antiquarium comunale di Contessa Entellina;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101290;Museo civico di Corleone;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101295;Museo archeologico regionale della Valle dell'Eleutero;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101296;Chiostro di S. Maria La Nuova in Monreale;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101297;"Civica galleria d'arte ""G. Sciortino""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101302;Castello della Cuba e necropoli punica;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101303;Castello della Zisa;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101303;Castello della Zisa;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101304;Catacombe dei Cappuccini;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101305;Chiostro di San Giovanni degli Eremiti ;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101306;"Civica galleria d'arte moderna ""Empedocle Restivo""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101307;Complesso monumentale Palazzo dei Normanni;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101310;Villa Zito;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101311;"Museo del costume ""Raffaello Piraino""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101312;Museo del Risorgimento Vittorio Emanuele Orlando;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101312;Museo del Risorgimento Vittorio Emanuele Orlando;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101313;Museo di mineralogia di Palermo;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101314;"Museo di scienze naturali dell'ITG ""Filippo Parlatore""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101315;"Museo di zoologia ""Pietro D'Oberlein""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101316;Museo diocesano di Palermo;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101316;Museo diocesano di Palermo;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101317;"Museo etnografico ""G. Pitrà©""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101319;"Museo internazionale delle marionette ""A. Pasqualino""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101319;"Museo internazionale delle marionette ""A. Pasqualino""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101320;Palazzo Ziino;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101321;Tesoro della Cattedrale di Palermo;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101321;Tesoro della Cattedrale di Palermo;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101322;Villa Malfitano;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101323;Ex convento della Magione;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101324;Museo etno-antropologico ed archeologico;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101324;Museo etno-antropologico ed archeologico;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101325;Museo civico Antonio Collisani;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101327;Museo civico jetino;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101328;Museo etno-antropologico e dell'amicizia tra i popoli;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101329;Area archeologica e Antiquarium di Solunto;Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101330;"Museo ""Baldassare Romano""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101330;"Museo ""Baldassare Romano""";Palermo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101334;Pinacoteca De Vita;Ragusa
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101337;Chiesa rupestre di San Nicolà² inferiore;Ragusa
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101340;"Mulino ad acqua ""Cavallo d'Ispica"" - Museo in grotte";Ragusa
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102296;Archivio storico;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102298;"Museo del territorio ""Casa Pezzolla"" (o Museo della civiltà  contadina di Alberobello). ";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102298;"Museo del territorio ""Casa Pezzolla"" (o Museo della civiltà  contadina di Alberobello). ";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102299;"Casa museo ""Trullo sovrano""";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102300;Museo dell'archivio - Biblioteca - Museo civico di Altamura;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102300;Museo dell'archivio - Biblioteca - Museo civico di Altamura;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102304;Museo civico di Bari;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102304;Museo civico di Bari;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102305;Museo De Romita;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102305;Museo De Romita;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102306;Museo dell'acqua - Acquedotto pugliese ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102306;Museo dell'acqua - Acquedotto pugliese ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102307;Museo di scienze della Terra ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102307;Museo di scienze della Terra ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102308;Museo di zoologia di Bari;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102308;Museo di zoologia di Bari;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102309;Museo diocesano di Bari (o Museo della Cattedrale);Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102309;Museo diocesano di Bari (o Museo della Cattedrale);Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102310;Museo etnografico Africa-Mozambico ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102310;Museo etnografico Africa-Mozambico ;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102311;Museo sala del tesoro della Basilica di San Nicola;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102312;"Museo e Pinacoteca d'Arte Medievale e Moderna della Città  Metropolitana di Bari ""Corrado Giaquinto""";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102312;"Museo e Pinacoteca d'Arte Medievale e Moderna della Città  Metropolitana di Bari ""Corrado Giaquinto""";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102316;Grotta di Santa Croce;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102319;"Museo civico ""E. Eustachio Rogadeo""";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102319;"Museo civico ""E. Eustachio Rogadeo""";Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102320;Museo diocesano di Bitonto (o Museo pinacoteca Mons. Aurelio Marena);Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102320;Museo diocesano di Bitonto (o Museo pinacoteca Mons. Aurelio Marena);Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102321;Grotte di Castellana srl;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102322;Museo speleologico Franco Anelli;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102322;Museo speleologico Franco Anelli;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102325;Museo della Fondazione Ettore Pomarici Santomasi;Bari
