Subject;Name of the Institution;Province
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102037;"Museo ornitologico ""F. Foschi""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102038;Museo romagnolo del teatro;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102039;"Museo storico ""Dante Foschi""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102040;"Pinacoteca civica ""Melozzo degli Ambrogi""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102041;"Museo etnografico romagnolo ""Benedetto Pergoli""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102042;Villa Saffi;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102042;Villa Saffi;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102043;"MAF - Museo archeologico di Forlimpopoli ""Tobia Aldini""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102043;"MAF - Museo archeologico di Forlimpopoli ""Tobia Aldini""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102044;"Museo civico ""Mons. Domenico Mambrini""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102045;"Fondazione ""Tito Balestra""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102046;Museo italiano della ghisa;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102048;Museo del territorio di Longiano;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102049;"Museo del baco da seta ""C. Ronchi""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102050;"Pinacoteca comunale ""S. Lega""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102051;Museo civico Don Giovanni Verità Â ;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102051;Museo civico Don Giovanni Verità Â ;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102052;Museo della fauna del crinale romagnolo;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102053;Museo d'arte sacra di Roncofreddo;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102054;Rubicone '44 Museo del fronte;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102055;Galleria d'arte contemporanea V. Stoppioni;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102056;"Museo archeologico del Compito ""Don Giorgio Franchini""";Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102057;Museo di arte povera;Forlì-Cesena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102058;"Museo civico archeologico ""G. Ferraresi""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102059;Museo Sandro Parmeggiani;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102060;"Galleria d'arte moderna ""Aroldo Bonzagni""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102061;Teatro Giuseppe Borgatti;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102062;Pinacoteca civica Il Guercino;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102063;Museo della nave romana;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102065;Casa museo Remo Brindisi;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102066;Manifattura dei marinati;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102067;"Galleria civica d'arte contemporanea ex carceri ""Alda Costa""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102068;"Museo delle tradizioni e della cultura materiale del copparese ""La Tratta""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102069;Musei civici di arte antica - Casa dell'Ariosto;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102070;Castello Estense;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102071;Centro di documentazione del mondo agricolo ferrarese;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102073;"Museo anatomico ""G. Tumiati""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102074;Musei civici di arte antica - Palazzo Schifanoia;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102074;Musei civici di arte antica - Palazzo Schifanoia;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102075;Museo ebraico di Ferrara;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102076;"Museo di paleontologia e preistoria ""Piero Leonardi""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102077;Museo Michelangelo Antonioni;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102078;Museo civico di storia naturale di Ferrara;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102078;Museo civico di storia naturale di Ferrara;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102079;Museo del risorgimento e della resistenza;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102080;Museo della Cattedrale di Ferrara;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102081;Musei civici di arte antica - Palazzina Marfisa;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102082;"Museo d'arte moderna e contemporanea ""Filippo de Pisis""";Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102086;Museo parrocchiale di Massa Fiscaglia;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102087;Museo del bosco e del cervo della Mesola;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102088;Museo del trotto;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102089;Museo civico di Belriguardo;Ferrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102090;Museo della civiltà  contadina di Bastiglia (Italia);Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102093;"Museo civico archeologico ""A.C. Simonini""";Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102096;Musei civici. Sezione di archeologia e storia naturale;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102097;Mostra permanente degli ex voto;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102098;Castello di Spezzano e Museo della Ceramica;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102098;Castello di Spezzano e Museo della Ceramica;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102099;Museo di arte sacra di Fiumalbo;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102100;Museo Ferrari;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102101;Museo civico di ecologia e storia naturale;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102103;Gemma 1786. Museo mineralogico e geologico estense;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102104;"Museo dell'auto storica ""Stanguellini""";Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102105;Museo universitario di paleontologia;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102106;Museo universitario di zoologia e anatomia comparata;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102107;Orto botanico universitario;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102108;Musei del duomo di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102109;Museo della figurina;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102110;Museo del combattente di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102112;Museo di anatomia di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102113;Museo muratoriano;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102114;Museo civico d'arte di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102114;Museo civico d'arte di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102115;Museo civico archeologico etnologico di Modena;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102116;Museo della Repubblica partigiana;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102117;Raccolta Augusto Righi;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102118;Museo storico e Forum Artis Museum;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102119;Raccolta di cose montesine;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102121;Mostra Sulle orme di Obizzo da Montegarullo;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102122;"Mostra archeologica ""Giuseppe Venturini""";Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102123;Collezione ornitologica Andrea Fiori;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102124;Centro di documentazione dell'industria italiana delle piastrelle di ceramica;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102125;Museo della Venere e dell'elefante;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102126;Musei del castello di Sestola;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102127;Museo dell'aceto balsamico tradizionale;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102128;Antiquarium di Spilamberto;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102129;Museo civico di Vignola;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102130;Museo del castagno di Zocca;Modena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102131;Museo dell'Abbazia di Chiaravalle;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102132;Museo etnografico della Val Trebbia;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102133;Museo della città  di Bobbio;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102134;Museo della Rocca Viscontea;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102135;"Museo geologico ""G. Cortesi""";Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102136;Museo Luigi Illica;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102137;Villa Braghieri;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102138;Museo etnografico della Val Tidone;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102140;Castello di Rivalta;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102141;Acquario e Museo etnografico del Po;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102142;Museo civico di Monticelli d'Ongina;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102143;Museo diocesano di arte sacra di Ottone (Italia);Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102144;Museo Gazzola;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102145;Galleria d'arte moderna Ricci Oddi;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102146;Museo capitolare di Sant'Antonino;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102147;Museo archeologico della Valtidone;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102148;MIM - Museum in Motion;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102149;"Museo della vite e del vino ""F. Pizzamiglio""";Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102150;Villa Verdi;Piacenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102151;Museo della civiltà  valligiana;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102152;Musei del seminario vescovile;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102153;Museo del tesoro del Duomo di Berceto;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102154;Museo naturalistico e della civiltà  contadina;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102155;Casa natale di G. Verdi;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102156;Museo di Casa Barezzi;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102157;Museo Ettore Guatelli;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102158;MUPAC - Museo dei paesaggi di terra e di fiume di Colorno;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102160;Musei del castello di Compiano;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102161;Museo del salame di Felino;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102162;Museo dei fossili dello Stirone;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102163;Museo del Duomo di Fidenza;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102164;Museo rocca Sanvitale;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102165;Museo del prosciutto di Parma;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102166;Museo di storia e civiltà  contadina di Medesano;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102167;Museo storico della Resistenza di Sasso;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102168;Museo storico dei lucchetti V. Cavalli;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102169;Museo tipografico F. Libassi;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102170;"Castello dei burattini - Museo ""G. Ferrari""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102171;"Collezione di strumenti scientifici ""M. Melloni""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102172;"Museo ""Glauco Lombardi""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102173;Museo dell'opera di Parma;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102175;Museo di mineralogia di Parma;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102176;Museo Fondazione Cariparma;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102177;"Museo ""Amedeo Bocchi""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102179;"Pinacoteca ""G. Stuard""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102180;Museo della sez. di anatomia degli animali di interesse medico veterinario;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102181;Museo Bodoniano;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102181;Museo Bodoniano;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102182;Museo di storia naturale di Parma;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102183;Museo paleontologico parmense;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102184;Il mare antico - museo paleontologico;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102185;Museo naturalistico del Parco dello Stirone;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102186;"Museo ebraico ""Fausto Levi""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102187;Rocca Meli Lupi;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102188;Museo del Parmigiano-Reggiano;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102189;Museo Renato Brozzi;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102190;Fondazione Magnani-Rocca;Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102191;"Museo della civiltà  contadina ""G. Riccardi""";Parma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102192;Casa museo Vincenzo Monti;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102194;Ecomuseo della civiltà  palustre;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102195;Museo civico delle Cappuccine;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102196;Museo Pietro Mascagni;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102197;Museo del castello di Bagnara di Romagna;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102198;"Museo civico ""G. Ugonia""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102199;"Museo della Resistenza ""Cà  Malanca""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102200;Il cardello;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102201;"Giardino delle erbe ""A. Rinaldi Ceroni""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102202;Museo civico di Castel Bolognese;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102204;"Mostra permanente ""Maceo Casadei""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102206;MUSA - Museo del sale;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102208;Casa museo Raffaele Bendandi;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102209;Museo diocesano di Faenza;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102210;Museo internazionale delle ceramiche in Faenza;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102211;Museo Torricelliano;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102212;Pinacoteca comunale di Faenza;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102213;Museo Carlo Zauli;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102220;Museo civico San Rocco;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102222;"Centro culturale ""Carlo Venturini""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102223;Museo della frutticoltura Adolfo Bonvicini;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102224;Museo d'arte della città Â ;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102225;"Natura - Museo ravennate di scienze naturali ""Alfredo Brandolini""";Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102226;Domus dei tappeti di pietra;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102227;La casa delle marionette;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102229;Museo arcivescovile di Ravenna;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102230;Museo didattico del territorio;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102230;Museo didattico del territorio;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102231;Museo del Risorgimento di Ravenna;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102232;Museo nazionale delle attività  subacquee;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102233;Museo del paesaggio dell'Appennino faentino;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102234;Museo civico di Russi;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102235;Museo della vita contadina in Romagna;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102236;Museo dell'arredo contemporaneo;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102238;Museo della Beata Vergine della Salute;Ravenna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102239;"Casa dei pontieri Museo ""D. Gialdini""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102241;Museo del Po, della navigazione interna e del governo delle acque;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102242;"Museo ""Peppone e Don Camillo""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102243;Museo dei trattori e macchine d'epoca;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102244;"Museo ""La casa del Tibet""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102245;Museo delle tradizioni popolari di Correggio Micheli;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102246;Museo Cervi;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102247;Museo documentario e Centro studi Antonio Ligabue e Donazione Umberto Tirelli;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102249;Museo della città  di Guastalla;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102250;"Museo nazionale delle arti naives ""C. Zavattini""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102251;Museo del Parmigiano reggiano - Civiltà  contadina e artigiana della Val d'Enza;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102252;"Museo del vino ""La Rampata""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102253;"Museo civico ""Gonzaga""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102254;Museo della terramara Santa Rosa;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102256;Centro di documentazione storia della psichiatria;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102257;Musei Civici - Palazzo dei Musei;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102258;Museo tesoro del tempio della Beata Vergine della Ghiara;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102259;Musei Civici - Museo del Tricolore;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102261;Il Mauriziano;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102263;Museo della tarsia;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102264;Museo dell'agricoltura e del mondo rurale;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102265;Museo dell'automobile di San Martino in Rio;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102266;"Museo della Resistenza ""S. D'Acquisto""";Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102268;Museo d'arte contemporanea di Vetto;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102272;Museo del Maggio;Reggio nell'Emilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102273;Museo delle conchiglie;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102274;Museo della Regina;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102275;Antiquarium Malatestiano;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102277;Museo naturalistico della riserva orientata di Onferno;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102278;Museo paleontologico comunale;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102279;Museo della Linea dei Goti;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102280;Museo della Linea Gotica Orientale;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102281;Museo etnografico di Valliano;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102282;"Galleria d'arte moderna e contemporanea ""Villa Franceschi""";Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102283;Museo del territorio di Riccione;Rimini
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102284;Domus del Chirurgo;Rimini
